1151,676,114,53,54,1106,1,38,80,197,30
470,3944,305,111,138,3178,0,124,130,95,39
260,482,65,33,5,399,0,24,25,4,6
73,61,2,72,5,86,0,84,13,5,6
103,226,8,6,29,214,1,50,8,1,0
440,1337,223,57,180,12662,3,80,78,37,11
0,0,0,0,0,0,0,0,0,0,0
51,202,22,32,17,332,0,878,93,48,5
361,153,33,18,19,221,0,881,1060,44,21
131,131,47,6,3,152,0,124,33,28,1
26,52,8,2,0,30,0,15,9,10,130
