946,811,103,50,119,1133,1,27,98,88,28
1150,6357,382,170,181,5169,0,126,212,186,44
313,642,114,44,7,684,0,30,35,48,11
26,56,4,71,10,91,0,34,27,8,4
112,618,27,9,149,605,1,83,50,20,2
429,3368,341,52,671,10561,0,85,133,124,16
0,0,0,0,0,0,0,0,0,0,0
42,207,28,28,46,360,0,443,129,65,10
180,292,89,33,66,394,0,857,1141,96,31
209,265,55,16,24,334,0,159,70,93,0
22,62,9,2,2,29,0,6,9,10,123
