1017,676,114,52,54,1106,1,31,80,197,30
406,3944,305,78,138,2718,0,109,130,95,33
260,482,65,33,5,399,0,24,25,4,6
25,61,2,72,5,86,0,40,13,5,3
39,226,8,6,29,214,1,27,8,1,0
433,1337,223,57,180,2904,0,78,78,37,11
0,0,0,0,0,0,0,0,0,0,0
50,202,22,32,17,332,0,456,93,48,5
134,153,33,14,19,221,0,694,1060,44,21
55,131,47,6,3,152,0,117,33,28,0
15,52,8,2,0,30,0,8,9,10,124
